externalReference;ownerName;fullWidth_mm;fullHeight_mm;requiredLength;tolerance;quantity;leftCount;rightCount;requiredColorName;materialBarCode;relevantDim;isMeasurementNeeded;dueDate;typeCode;subtypeCode;attributes;surface;calcMode
"5558";"Teszt  Elek";2000;3000;1825;;1;0;1;"RAL 9010";NP-BAR20-6000;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5559";"Teszt Elek";2000;3000;1970;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5559";"Teszt Elek";2000;3000;1995;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5559";"Teszt Elek";2000;3000;1877;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5559";"Teszt Elek";2000;3000;2897;;1;0;1;"RAL 7016";NP-CL2+CLT2+CLB2;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5559";"Teszt Elek";2000;3000;1890;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5559";"Teszt Elek";2000;3000;1825;;1;0;1;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5561";"Teszt  Kálmán";2000;1000;1970;;1;0;1;"RAL 7016";NP-T;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5561";"Teszt  Kálmán";2000;1000;1970;;1;0;1;"RAL 7016";NP-T;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5561";"Teszt  Kálmán";2000;1000;1970;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5561";"Teszt  Kálmán";2000;1000;1995;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5561";"Teszt  Kálmán";2000;1000;1877;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-09-24;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5562";"Teszt  Béla";2200;3200;2170;;1;0;1;"RAL 7016";NP-T;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5562";"Teszt  Béla";2200;3200;2170;;1;0;1;"RAL 7016";NP-T;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5565";"Teszt  Elemér";2200;2300;2170;;1;0;1;"RAL 7016";NP-T;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5569";"Teszt  Elemér";2000;2500;1970;;1;0;1;"RAL 7016";NP-T;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5569";"Teszt  Elemér";2000;2500;1970;;1;0;1;"RAL 7016";NP-T;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2170;;1;0;1;"RAL 7016";NP-T;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2170;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2195;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2077;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2197;;1;0;1;"RAL 7016";NP-CL2+CLT2+CLB2;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2090;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2025;;1;0;1;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2025;;1;0;1;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2025;;1;0;1;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5567";"Teszt Elek";2200;2300;2025;;1;0;1;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5587";"Teszt  Béla";2200;2300;2170;;1;0;1;"RAL 7016";NP-T;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5587";"Teszt  Béla";2200;2300;2170;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5587";"Teszt  Béla";2200;2300;2195;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5587";"Teszt  Béla";2200;2300;2077;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5587";"Teszt  Béla";2200;2300;2197;;1;0;1;"RAL 7016";NP-CL2+CLT2+CLB2;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5587";"Teszt  Béla";2200;2300;2090;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5587";"Teszt  Béla";2200;2300;2025;;1;0;1;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5568";"Teszt  Kálmán";2100;2000;2070;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5568";"Teszt  Kálmán";2100;2000;2095;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5568";"Teszt  Kálmán";2100;2000;1977;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5568";"Teszt  Kálmán";2100;2000;1897;;1;0;1;"RAL 7016";NP-CL2+CLT2+CLB2;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5568";"Teszt  Kálmán";2100;2000;1990;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5568";"Teszt  Kálmán";2100;2000;1925;;1;0;1;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5588";"Teszt  Kálmán";2100;2000;1925;;1;0;1;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;Unknown;Unknown
"5050";"Teszt  Elemér";2000;3000;1970;;1;1;0;"RAL 7016";NP-T;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5050";"Teszt  Elemér";2000;3000;1970;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5050";"Teszt  Elemér";2000;3000;1995;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5050";"Teszt  Elemér";2000;3000;1877;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5050";"Teszt  Elemér";2000;3000;2897;;1;1;0;"RAL 7016";NP-CL2+CLT2+CLB2;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5050";"Teszt  Elemér";2000;3000;1890;;1;1;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5050";"Teszt  Elemér";2000;3000;1825;;1;1;0;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5589";"Teszt  Elemér";2000;3000;1970;;1;1;0;"RAL 7016";NP-T-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5589";"Teszt  Elemér";2000;3000;1995;;1;1;0;"RAL 7016";NP-TF-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5589";"Teszt  Elemér";2000;3000;1877;;1;1;0;"RAL 7016";NP-CZ-7016;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5589";"Teszt  Elemér";2000;3000;2897;;1;1;0;"RAL 7016";NP-CL2+CLT2+CLB2;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5589";"Teszt  Elemér";2000;3000;1890;;1;1;0;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5589";"Teszt  Elemér";2000;3000;1825;;1;1;0;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-25;NP;CIP;meghajtas=motoros;SM;Unknown
"5090";"Teszt Mandarin";999;2000;969;;1;0;1;"RAL 7016";NP-T-7016;Width;false;2026-09-19;NP;CIP;meghajtas=motoros;SM;Unknown
"5090";"Teszt Mandarin";999;2000;994;;1;0;1;"RAL 7016";NP-TF-7016;Width;false;2026-09-19;NP;CIP;meghajtas=motoros;SM;Unknown
"5090";"Teszt Mandarin";999;2000;876;;1;0;1;"RAL 7016";NP-CZ-7016;Width;false;2026-09-19;NP;CIP;meghajtas=motoros;SM;Unknown
"5090";"Teszt Mandarin";999;2000;1897;;1;0;1;"RAL 7016";NP-CL2+CLT2+CLB2;Width;false;2026-09-19;NP;CIP;meghajtas=motoros;SM;Unknown
"5090";"Teszt Mandarin";999;2000;889;;1;0;1;"RAL 7016";NP-ROLL70-5000;Width;false;2026-09-19;NP;CIP;meghajtas=motoros;SM;Unknown
"5090";"Teszt Mandarin";999;2000;824;;1;0;1;"RAL 7016";NP-BAR20-6000;Width;false;2026-09-19;NP;CIP;meghajtas=motoros;SM;Unknown
"6000";"Teszt  Kálmán";1000;1100;965;;1;0;1;"";MT-T;Width;false;2026-09-24;SR;MINIT;;SM;Uveg
